Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.452519,0.462364,-0.194323,0.388818,0.449601,-0.463975,0.314123,0.10568,-0.493718,0.408835,-0.239266,-0.154882,0.110096,-0.446675,0.327265,0.0414143,0.135488,0.515498,-0.04887,0.101296,0.513883,-0.535144,0.221163,0.47036,-0.39217,0.413612,-0.361093,-0.0682491,0.269032,-0.339958,0.191538,-0.283274,0.191785,0.462134,-0.187018,-0.0102356,-0.382427,-0.443532,-0.186912,-0.115375,-0.194605,-0.317914,-0.15924,0.260314,-0.248256,0.0983958,0.230928,0.0385989,0.529476,0.221442;-1.23033,-3.59545,-3.07617,3.4569
1;0.2243,0.588291,0.038804,0.810335,0.646152,-0.055324,0.392734,0.334993,-0.687169,0.698673,-0.330873,-0.351461,-0.0620022,-0.397577,0.341364,0.244297,0.455237,0.291956,0.065735,0.434373,0.798169,0.138964,0.346699,0.523793,0.0980201,0.545978,-0.224381,-0.0823878,0.0217974,-0.460358,0.338273,-0.615456,-0.380264,0.381611,-0.00423168,0.025072,-0.518369,-0.52636,-0.595873,0.175883,-0.401108,-0.331868,-0.565003,0.246443,-0.407662,0.269275,0.130712,0.0676161,0.46369,0.294924;-7.28625,-0.033579,-5.12451,2.13872
2;0.208998,0.654346,0.286079,0.841762,0.487672,-0.406242,0.418993,0.200877,-0.73348,0.300146,-0.271902,-0.544051,-0.0350081,-0.0603488,0.322133,0.28775,0.291264,0.235952,0.0137685,0.40635,0.811368,0.598108,0.304316,0.220577,0.685144,0.375768,-0.489222,0.0823026,-0.0439207,-0.37749,0.407635,-0.714045,-0.654654,0.297099,-0.00503129,0.124924,-0.53366,-0.393084,-0.788382,0.0841641,-0.29313,-0.198622,-0.0617136,0.327592,-0.57627,0.326374,-0.00478218,-0.0673616,0.599997,0.163075;-9.51285,1.38412,-5.92111,2.76059
3;0.4207,0.688004,0.303471,0.786789,0.387232,-0.6012,0.303997,0.0729561,-0.670758,0.198562,-0.321751,-0.540414,0.194253,0.03946,0.359481,0.262884,-0.0194234,0.0217639,0.0131482,0.557091,0.770528,0.811596,0.389322,0.540293,0.766509,0.242071,-0.629776,0.157067,-0.163547,-0.365627,0.478717,-0.548504,-0.585067,0.377983,-0.334394,0.191088,-0.517295,-0.226987,-0.628401,-0.200864,-0.390204,-0.191536,-0.0968815,0.325801,-0.551816,0.395617,0.202648,-0.24661,0.507833,0.204995;-7.03712,1.25091,-4.95866,4.50283
4;0.461419,0.662718,0.272924,0.766866,0.459316,-0.676494,0.0132486,0.0699396,-0.669162,0.367767,-0.429266,-0.639948,0.337024,-0.146013,0.437529,0.216488,-0.229683,0.00309898,-0.0646192,0.616876,0.756693,0.729771,0.470981,0.622988,0.761572,0.176229,-0.631298,0.191042,-0.151655,-0.454264,0.478611,-0.468687,-0.521914,0.3945,-0.221135,0.199511,-0.513419,0.0379296,-0.816754,-0.230223,-0.44501,-0.184166,-0.142633,0.209273,-0.529746,0.445268,0.240048,-0.368014,0.473721,0.236481;-5.24842,3.10768,-6.03964,4.49441
5;0.374314,0.643686,0.261712,0.808916,0.375366,-0.640653,-0.113624,0.0853973,-0.65713,0.359847,-0.436186,-0.673979,0.342899,-0.196156,0.513695,0.0782563,-0.0814226,-0.0764312,-0.0629378,0.628191,0.794249,0.702218,0.519924,0.665633,0.786097,0.201687,-0.682132,0.182107,-0.0798562,-0.459187,0.474045,-0.49262,-0.422407,0.440469,-0.123258,0.197655,-0.559063,-0.0579954,-0.887091,-0.226714,-0.435752,-0.275555,-0.196905,0.286449,-0.52843,0.357288,0.172078,-0.353421,0.365751,0.270228;-6.04591,2.92013,-4.44062,5.33406
6;-0.2222,0.749526,-0.202332,0.764431,0.0149139,-0.174035,-0.224227,0.471682,-0.573334,0.623649,-0.435954,-0.373146,0.360462,-0.567466,0.422723,-0.317393,-0.44034,-0.038423,-0.172398,0.252552,0.936932,0.721896,0.746546,0.517857,0.869554,0.339263,-0.874996,0.0740951,0.127171,-0.673653,0.677315,-0.0495395,-0.510233,0.180833,-0.294747,0.0757659,-0.397301,-0.419474,-0.968349,-0.204543,0.0797678,-0.562301,0.12784,0.707071,-0.552021,0.524974,0.406435,-0.629861,0.748372,-0.11896;-5.44596,3.09943,2.76641,8.75324
7;-0.374522,0.702679,-0.228042,0.450075,0.364247,-0.16654,-0.512582,0.463532,-0.760271,0.407834,-0.529372,-0.565337,0.430545,-0.632109,0.480112,-0.390382,-0.508616,-0.0548881,-0.1061,-0.215522,0.949141,0.912746,0.800928,0.669916,0.756509,0.333632,-0.875575,0.184961,-0.108761,-0.443382,0.521505,0.0185364,-0.362858,0.269376,-0.509058,-0.00986588,-0.50201,-0.330785,-0.956625,-0.345873,0.0372275,-0.649302,0.365189,0.778334,-0.749487,0.554147,0.391047,-0.556789,0.850662,-0.27604;-3.33313,1.39433,2.81038,8.60175
8;0.46137,0.621109,0.657812,0.574439,0.543192,-0.568011,-0.30233,0.410968,-0.712879,0.705852,-0.780732,-0.012915,0.401283,-0.808607,0.919407,0.752037,-0.911179,-0.743715,-0.0187291,0.740573,0.91376,0.949447,0.58452,0.924895,-0.0406474,-0.343317,-0.572696,0.800242,-0.373433,-0.87287,0.875339,-0.808513,-0.635212,0.62413,-0.441541,-0.910566,-0.758271,0.0559037,-0.992406,-0.65216,-0.184932,0.472705,0.727274,0.698072,-0.525512,0.800421,0.513704,-0.0300352,0.97406,0.493121;-1.89103,4.49867,-8.88475,-2.86113
9;-0.220294,0.925399,0.153666,0.855137,0.312794,-0.711362,-0.839121,0.2187,0.0831811,0.885816,-0.858428,-0.533584,-0.785713,-0.422048,0.94386,-0.392605,0.341829,-0.913921,-0.15561,0.611374,0.965514,0.688396,0.490739,0.860584,0.518412,0.293391,-0.952274,0.481038,-0.148495,-0.659878,0.937146,0.563503,-0.452757,0.539362,-0.317969,0.0816975,-0.288426,-0.629027,-0.984753,-0.494916,0.563768,0.246837,0.772076,0.629244,-0.926154,0.415438,0.750281,-0.506752,0.732451,0.721826;-15.441,1.72223,-3.76046,1.19529
