Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.355454,0.162044,-0.0386786,0.460161,-0.409252,-0.514931,-0.197612,0.0154543,0.344202,0.183009,0.420056,0.514375,0.30549,-0.326151,0.0913484,0.505431,0.368108,-0.513705,0.45882,0.475949,0.323691,0.480667,-0.271922,0.517982,-0.510567,-0.361567,-0.249253,-0.465064,-0.0585522,0.0207676,0.0930997,-0.0678295,0.115611,-0.0244076,0.379341,-0.339599,0.421517,0.340284,-0.127247,-0.254765,0.532187,0.42566,-0.179658,-0.124494,-0.393684,-0.0311009,-0.506697,-0.46802,0.209818,0.480006;0.878336,-4.99797,-2.64559,7.27898
1;-0.200051,0.316912,-0.0374978,0.468954,-0.768197,-0.602652,-0.188589,-0.224557,-0.0262828,-0.000790551,0.336422,0.384138,-0.24416,-0.275338,-0.218933,0.651552,0.384299,-0.517931,0.575943,0.547758,0.660039,0.511958,-0.718006,0.759081,-0.308582,-0.283544,-0.350924,-0.340453,-0.0642255,0.472869,-0.192715,0.114859,-0.0571726,0.214332,-0.159441,0.04987,0.645837,0.434696,0.0961902,-0.0914034,0.362128,0.379454,0.0863573,-0.267064,-0.549259,-0.215726,-0.465941,-0.561732,0.321077,0.655876;0.0811126,-2.84422,-3.70306,6.50602
2;-0.16738,0.413312,0.248698,0.522937,-0.774748,-0.571457,-0.187713,0.0941633,0.0826524,0.113311,0.464874,0.52797,-0.211681,-0.295446,0.0472624,0.694469,0.516278,-0.11273,0.631073,0.516202,0.419469,0.528118,-0.718902,0.704981,-0.467286,-0.321573,-0.779386,-0.368589,0.0101537,0.414135,0.116178,0.0455521,0.249323,-0.181889,0.138659,-0.193566,0.548316,0.395218,0.156353,-0.327321,0.622172,0.579715,-0.520977,-0.447429,-0.466931,0.105354,-0.177461,-0.460363,0.27766,0.652307;-0.951137,-3.69899,-5.08844,8.41156
3;-0.202702,0.368161,0.315601,0.423214,-0.775566,-0.614995,-0.199173,-0.0965393,0.0125727,0.363095,0.47508,0.58695,-0.21029,-0.283714,-0.273967,0.706908,0.389897,-0.36102,0.590331,0.498598,0.17693,0.431541,-0.775289,0.742697,-0.404464,-0.482514,-0.464288,-0.354955,-0.110694,0.527497,0.00878015,0.0807231,0.231959,-0.0500584,0.0498794,-0.216218,0.663198,0.155131,0.0903157,-0.199921,0.39275,0.455418,-0.528962,-0.302198,-0.542198,-0.0821173,-0.159468,-0.491645,0.5064,0.648208;-0.833971,-2.86773,-3.99445,6.57648
4;-0.191853,0.387206,0.306083,0.457809,-0.759616,-0.567239,-0.180528,0.106309,-0.0764961,0.0917357,0.447421,0.475301,-0.166219,-0.138806,-0.269528,0.649238,0.479397,-0.361283,0.626558,0.499521,0.35106,0.494618,-0.720155,0.727163,-0.48806,-0.353432,-0.621142,-0.295619,-0.176443,0.508017,0.0416682,0.167727,0.231212,-0.0858362,-0.0350159,-0.32095,0.601438,0.154367,0.182781,-0.231697,0.562761,0.465841,-0.322897,-0.341909,-0.441935,-0.0235318,-0.198179,-0.471659,0.294585,0.700358;-0.937056,-3.17276,-5.32665,6.41283
5;-0.19879,0.338967,0.338581,0.385016,-0.753394,-0.56362,-0.170328,0.120829,-0.0144995,0.180022,0.47579,0.648628,-0.216098,-0.0748671,-0.22373,0.713275,0.538319,-0.392977,0.593136,0.476592,0.25775,0.488899,-0.745853,0.699435,-0.412565,-0.475703,-0.624413,-0.343416,-0.0954061,0.486515,0.113372,0.118946,0.207406,-0.0634159,0.0461023,-0.311325,0.546144,0.198529,0.0716636,-0.231956,0.654353,0.407484,-0.415496,-0.317784,-0.485074,0.00134864,-0.0793156,-0.445541,0.384798,0.725503;-0.273719,-4.44947,-5.43927,6.82642
6;-0.482615,0.0174715,0.391346,-0.0922648,-0.699362,-0.797563,-0.533188,0.398128,-0.568268,0.522978,0.73537,0.815342,-0.122349,0.415674,-0.567022,0.367672,0.63314,-0.539156,0.615633,0.250399,0.35866,0.790309,-0.34405,0.412678,0.0221432,0.041038,-0.479266,-0.710811,-0.204532,0.400336,-0.301044,0.231966,0.0247914,0.036592,-0.074662,0.0854179,0.406295,0.579951,0.0725265,-0.0477733,0.188054,0.752748,-0.666015,-0.261751,-0.379153,-0.380333,-0.501994,-0.258082,0.46012,0.587314;2.09983,-7.89422,-6.34637,7.59762
7;-0.53279,0.0496466,0.315104,0.134989,-0.642311,-0.746924,-0.520571,0.388002,-0.17627,0.579469,0.660615,0.884703,0.291067,0.563901,-0.620402,0.37791,0.835476,-0.383852,0.462587,0.194935,0.305231,0.763781,-0.353115,-0.0536267,0.219708,0.143936,-0.771276,-0.80121,0.0337008,0.528355,-0.208026,0.511123,-0.0283983,0.0761865,-0.356183,0.066388,0.210858,0.536095,0.0892748,0.237957,-0.392444,0.679679,-0.805526,-0.594946,-0.20279,-0.401675,-0.229832,-0.0583315,0.592777,0.503683;1.6129,-8.76579,-4.75024,5.41769
8;-0.568775,0.589318,0.845495,0.643073,0.538904,-0.348393,-0.278281,0.790268,-0.381737,0.197076,-0.408371,0.974864,0.339338,0.308807,0.184272,-0.231896,0.621154,-0.489583,0.531873,0.760159,-0.330694,0.371647,0.277409,0.00650546,0.753712,-0.0680537,-0.715678,-0.798475,0.315783,0.937067,-0.0648109,0.20133,0.187687,-0.137164,-0.875038,-0.372239,0.749185,-0.445716,0.42312,0.262997,-0.460672,0.979999,-0.846237,-0.652254,-0.632049,-0.915478,0.0561925,-0.924964,0.61402,0.954007;-8.99116,0.455845,-2.38102,2.46216
9;-0.321198,0.0205543,0.930902,0.742085,0.114087,-0.500653,-0.31939,0.365871,-0.372839,-0.303496,-0.0404628,0.967808,0.685053,0.287979,0.0771393,0.0213788,-0.820319,-0.199569,0.64654,0.562397,-0.254081,0.0893705,0.495775,-0.0563948,0.683302,-0.297478,-0.81851,-0.764495,-0.130098,0.930984,0.48119,0.0371165,0.161128,-0.596651,-0.60232,-0.482125,0.860718,-0.556827,-0.305574,-0.187993,-0.219202,0.977785,-0.0232268,-0.452274,-0.366187,-0.812298,0.315631,-0.913131,0.635125,0.82644;-13.2048,2.94734,0.99228,-3.19232
10;-0.0319337,-0.294284,0.89325,-0.0596194,-0.673199,-0.579615,-0.283512,-0.199514,0.0260297,0.3112,0.0377332,0.853591,0.822483,0.793623,-0.377191,0.573499,-0.352386,-0.8036,0.886068,0.613501,0.589532,0.805697,-0.014345,0.541586,-0.0764906,-0.731323,0.0921758,-0.731236,-0.445249,0.575799,0.388577,0.327564,-0.758936,0.389835,-0.607543,-0.778844,-0.015865,0.622072,-0.457102,-0.546207,0.636807,0.927611,0.637412,-0.092015,-0.794792,-0.647278,-0.825837,-0.524095,0.923852,0.0790472;1.22482,-4.17758,1.9276,3.01591
11;0.0943157,0.0413395,0.873547,-0.276497,-0.180796,-0.384313,-0.140959,-0.198658,-0.706009,-0.620272,-0.290211,0.928346,0.224524,0.929568,0.724639,0.751492,0.460948,-0.917828,0.904356,0.80002,0.607255,0.932734,-0.79681,0.627256,0.298135,-0.33432,-0.0173744,-0.69872,0.336348,0.784299,0.624306,0.223988,-0.76676,0.930343,-0.711557,-0.224343,0.458278,0.528505,0.348889,0.0370395,0.176361,0.961719,-0.191439,-0.271045,-0.851969,-0.782042,-0.594338,-0.839002,0.865799,0.863807;1.77584,-3.94297,3.80551,6.20743
