Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.330336,-0.141845,-0.206766,0.256246,0.466987,0.0470796,-0.44465,0.456499,-0.368522,-0.512453,0.328083,0.491971,0.443709,0.373418,-0.47224,-0.422136,-0.300394,-0.507848,0.286202,0.260382,0.406239,-0.408804,0.130091,-0.484104,0.2772,-0.494521,0.474513,-0.518531,-0.0558821,-0.0496372,0.357425,0.460952,0.0565758,0.190938,-0.0131283,-0.530081,-0.314684,-0.133186,-0.531108,0.0901201,-0.403759,0.327723,-0.289326,0.360297,-0.102927,-0.454671,0.352079,-0.0454717,0.207151,-0.384239;-0.207592,2.23256,-5.62598,7.61119
1;0.141836,0.19574,-0.0571594,0.0654812,0.442299,-0.0996841,-0.540594,0.419086,-0.430135,-0.429533,0.585336,0.364628,0.806348,-0.284974,-0.660726,0.00391391,-0.185011,-0.836118,0.240751,0.206843,0.235931,-0.627838,-0.192028,-0.432686,0.257927,-0.510785,0.603674,-0.715567,-0.0303225,0.474705,0.454202,0.413726,-0.124215,0.16947,-0.477304,-0.380556,-0.36323,-0.175403,-0.717581,-0.190185,-0.202337,0.079154,-0.495015,0.543164,-0.0638143,-0.615976,0.0938337,0.253728,0.420132,-0.818123;-0.354033,4.6413,-1.97872,7.96338
2;-0.189516,0.235955,-0.0843081,-0.277145,0.0665002,-0.418129,-0.714414,0.38012,-0.309999,-0.290927,0.549152,0.434588,0.836427,-0.456524,-0.636737,0.0384537,-0.43245,-0.901861,0.0974938,0.268393,0.388175,-0.524609,-0.273145,-0.464126,0.250514,-0.0970607,0.714604,-0.754423,0.0947399,0.474599,0.256119,0.382818,-0.342453,0.145565,-0.503178,-0.076728,-0.354658,-0.297137,-0.719867,-0.130524,-0.317884,0.300289,-0.494673,0.632051,-0.0330017,-0.564915,0.158211,0.41603,-0.273194,-0.927635;0.228222,6.85406,0.575176,10.9043
3;-0.316055,0.255576,-0.021734,0.0789086,0.254584,-0.436071,-0.652093,0.17866,-0.694947,-0.278436,0.48381,0.572489,0.61344,-0.427497,-0.625092,-0.308756,-0.606852,-0.940207,0.153375,0.25593,0.652422,-0.508233,-0.0510403,-0.523771,0.223542,0.115074,0.618986,-0.833314,0.111328,0.308236,0.15696,0.485389,-0.436914,0.159952,-0.415479,-0.306603,-0.39435,-0.369665,-0.720737,-0.176199,-0.501954,-0.0615371,-0.591395,0.678344,-0.0373408,-0.48831,-0.030217,0.429694,-0.35191,-0.92854;-0.0548019,7.97181,-2.35002,11.3286
4;-0.173946,0.210133,-0.0217681,0.11571,0.323413,-0.520997,-0.693382,0.296101,-0.679318,-0.361153,0.477627,0.624017,0.694349,-0.440712,-0.723969,-0.384428,-0.696052,-0.924874,0.0726111,0.231448,0.434796,-0.515858,0.000116159,-0.535,0.154245,0.188663,0.544215,-0.897274,0.153674,0.146379,0.252082,0.490216,-0.575472,0.194308,-0.39788,-0.346209,-0.406252,-0.390802,-0.711168,-0.0349257,-0.504462,0.0174159,-0.756542,0.748538,-0.0451728,-0.411312,-0.140894,0.404979,-0.298669,-0.934119;0.671413,7.56092,-1.35781,10.2164
5;-0.0451759,0.194293,-0.163898,0.100861,0.352252,-0.550731,-0.687865,0.3182,-0.670724,-0.363377,0.517669,0.603042,0.746725,-0.594447,-0.744918,-0.469018,-0.697861,-0.928578,0.0884504,0.227224,0.415549,-0.570713,-0.0137956,-0.553669,0.148125,0.320199,0.515282,-0.889238,0.241058,0.0868751,0.265386,0.478217,-0.541678,0.262457,-0.48614,-0.32793,-0.3897,-0.379428,-0.627578,0.0361004,-0.515162,-0.0129294,-0.74348,0.717884,-0.0459136,-0.454086,-0.193167,0.534803,-0.23914,-0.938056;-0.348376,8.44999,-2.69237,9.03889
6;0.0578202,0.643593,0.23411,0.117411,0.663473,-0.538346,-0.446977,0.658514,-0.292879,-0.409141,0.613283,0.306423,0.823077,-0.672154,-0.492455,-0.704599,-0.5713,-0.874478,0.436106,-0.282924,0.0194615,-0.742329,0.0735795,-0.632756,-0.178879,0.0642618,0.710096,-0.706449,0.318964,-0.418486,-0.110802,0.411174,-0.435396,-0.0947397,-0.018141,-0.399759,0.137801,0.18486,-0.603901,-0.266839,-0.507078,-0.568539,-0.618662,0.626024,-0.447065,-0.661888,-0.656995,0.635872,-0.580378,-0.89228;-4.63353,10.3083,-1.64983,2.31731
7;0.705172,-0.238991,-0.202227,-0.332637,0.4947,-0.270562,-0.596561,0.173727,-0.31873,-0.588943,0.63761,0.799181,0.849253,-0.442392,-0.398284,-0.060049,-0.690293,-0.443297,0.36901,0.261595,0.447561,-0.857188,0.546697,-0.310708,0.164484,0.232024,0.341121,-0.674451,0.414098,-0.272396,0.562281,0.422219,-0.470662,0.739943,-0.269183,-0.218665,0.0406519,-0.154329,-0.633318,0.704297,-0.803994,0.273548,-0.715283,0.492859,0.167159,-0.37836,0.392668,-0.323185,-0.2584,-0.865666;-1.59186,4.76499,-7.29911,6.66316
8;0.717704,-0.360294,0.250757,-0.40758,0.830144,0.474226,-0.728837,0.139476,-0.83225,-0.379373,0.70131,0.664964,0.868922,0.016607,-0.577537,-0.276294,-0.312615,-0.776671,0.651584,0.126187,0.475687,-0.839983,0.274598,-0.205982,0.340432,0.0465035,0.474579,-0.814948,0.636355,-0.288849,0.628697,0.361588,-0.173321,0.533359,-0.282285,0.346833,-0.119543,-0.398697,-0.676085,0.377245,-0.755644,0.178028,0.0476552,-0.256653,0.169997,-0.812518,0.360542,-0.311045,-0.161779,-0.638635;-3.9622,5.99985,-11.3529,12.7043
9;0.861208,0.215385,0.557947,-0.42702,0.878195,0.298165,-0.723271,0.605637,-0.27807,-0.460335,0.703684,0.401193,0.953559,-0.261821,-0.302245,0.14711,0.260266,-0.802949,0.796094,-0.328634,-0.00229611,-0.898737,0.250695,-0.280328,0.142002,-0.685088,0.742638,-0.428065,0.323876,-0.37188,0.231306,0.299004,0.104879,0.055818,0.324785,0.193023,0.37399,0.187171,-0.71636,-0.230219,-0.615528,0.032058,0.365765,-0.136064,-0.254834,-0.907204,0.0342889,-0.339902,0.207338,-0.400597;-6.5542,5.81694,-6.5879,8.60475
