Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
72;0.474529,-0.0276593,-0.204505,0.479735,-0.503277,-0.348919,0.57723,0.471754,0.77881,-0.680456,-0.772129,-0.605829;-4.90492,0.708251,-8.60108,1.83628
73;0.474529,-0.0276593,-0.222688,0.479735,-0.503277,-0.348919,0.588054,0.471754,0.768799,-0.682673,-0.772129,-0.595352;-4.91927,0.747055,-8.56239,1.80392
74;0.474529,-0.0276593,-0.223071,0.479735,-0.503277,-0.348919,0.57597,0.471754,0.766536,-0.685884,-0.772129,-0.590374;-4.91523,0.74731,-8.56237,1.78498
75;0.474529,-0.0276593,-0.220185,0.479735,-0.503277,-0.348919,0.574769,0.471754,0.763347,-0.687401,-0.772129,-0.589243;-4.91147,0.744086,-8.55338,1.77525
76;0.474529,-0.0276593,-0.22282,0.479735,-0.503277,-0.348919,0.574512,0.471754,0.762807,-0.687745,-0.772129,-0.587645;-4.91335,0.74876,-8.55178,1.77164
77;0.474529,-0.0276593,-0.221664,0.479735,-0.503277,-0.348919,0.573156,0.471754,0.762221,-0.68823,-0.772129,-0.587374;-4.91182,0.746934,-8.55082,1.76913
78;0.474529,-0.0276593,-0.222077,0.479735,-0.503277,-0.348919,0.573371,0.471754,0.761959,-0.688312,-0.772129,-0.587079;-4.91213,0.747801,-8.54988,1.76823
79;0.761453,0.319252,-0.468168,0.492407,-0.664966,0.14383,0.489576,0.268848,0.857691,-0.839585,-0.921335,-0.189576;-4.44482,-0.0884332,-10.3935,-0.584527
80;0.230881,-0.529359,-0.21897,0.541075,-0.654149,-0.0352652,0.433241,0.502937,0.699968,-0.872023,-0.938812,-0.844698;-4.93923,-0.115031,-11.7207,2.50694
81;0.22981,-0.529359,-0.837099,0.541075,-0.654149,-0.0352652,0.471212,0.612408,0.306416,-0.74002,-0.937368,-0.806321;-5.42442,1.71244,-9.04633,1.51631
82;0.193261,0.495838,-0.723047,0.799377,-0.280133,-0.691636,-0.153023,0.677843,0.691677,-0.400606,-0.774927,-0.0866498;-7.49369,1.239,-2.36289,1.73201
83;-0.140182,-0.0178134,-0.149111,0.827426,-0.475116,-0.479359,0.0820522,0.955341,0.818661,-0.419872,-0.814099,-0.702997;-7.47834,-0.404748,-5.72969,4.00071
84;0.231334,-0.112333,-0.530753,0.781009,-0.00710631,-0.3041,0.710548,0.949305,0.906454,-0.578688,-0.741686,-0.897234;-6.82228,1.33716,-7.52171,3.76571
85;0.631388,0.27866,-0.713683,0.899914,-0.19067,0.212572,0.19165,0.809163,0.980089,0.0288856,0.15791,-0.968785;-5.93844,4.74191,-7.76801,1.54627
86;0.46489,0.420894,-0.103574,0.746463,0.218161,-0.566914,0.632318,0.622145,0.98219,-0.0885974,-0.11481,-0.79712;-6.43219,2.83329,-3.89938,3.16652
87;0.430697,0.420894,0.10403,0.746463,0.218161,-0.566914,0.810687,0.890192,0.987237,0.305171,0.326946,-0.797706;-6.84478,3.75924,-1.84542,3.74681
88;0.413983,-0.0276593,-0.184527,0.479735,-0.503277,-0.348919,0.766293,0.608484,0.948336,0.162644,-0.219525,-0.688825;-5.96283,2.22406,-4.67795,3.29263
89;0.474529,-0.0276593,-0.106167,0.479735,-0.503277,-0.348919,0.666115,0.471754,0.815052,-0.656286,-0.772129,-0.672828;-4.87101,0.507546,-8.68298,2.07399
90;0.474529,-0.0276593,-0.254155,0.479735,-0.503277,-0.348919,0.641794,0.471754,0.80019,-0.661504,-0.772129,-0.612993;-4.97249,0.78547,-8.62882,1.93382
91;0.474529,-0.0276593,-0.20448,0.479735,-0.503277,-0.348919,0.57721,0.471754,0.778806,-0.680462,-0.772129,-0.605831;-4.90489,0.708208,-8.60108,1.83627
92;0.474529,-0.0276593,-0.222696,0.479735,-0.503277,-0.348919,0.588062,0.471754,0.768797,-0.682673,-0.772129,-0.59535;-4.91928,0.747069,-8.56238,1.80392
93;0.178018,0.495838,-0.0629622,0.799377,-0.280133,-0.691636,0.49946,0.802113,0.873493,-0.34553,-0.69869,-0.414784;-7.24614,0.0463333,-3.31708,3.04436
94;-0.140182,-0.0178134,-0.298673,0.827426,-0.475116,-0.479359,0.551712,0.955341,0.924197,-0.252791,-0.814099,-0.766835;-7.90152,-0.220346,-5.27872,4.71107
95;0.231334,-0.112333,-0.486237,0.781009,-0.00710631,-0.3041,0.699902,0.949305,0.935216,-0.553692,-0.741686,-0.911912;-6.83422,1.22332,-7.45001,3.8839
96;0.631388,0.27866,-0.703915,0.899914,-0.19067,0.212572,0.237114,0.809163,0.980442,0.0373372,0.15791,-0.970112;-5.95861,4.71429,-7.70449,1.58858
97;0.46489,0.420894,-0.104694,0.746463,0.218161,-0.566914,0.636122,0.622145,0.982694,-0.0878386,-0.11481,-0.797218;-6.43492,2.83454,-3.89773,3.17053
98;0.430697,0.420894,0.104558,0.746463,0.218161,-0.566914,0.810565,0.890192,0.987267,0.305223,0.326946,-0.797847;-6.84448,3.75823,-1.84499,3.74715
99;0.413983,-0.0276593,-0.184651,0.479735,-0.503277,-0.348919,0.766438,0.608484,0.948344,0.162723,-0.219525,-0.688838;-5.96304,2.22431,-4.67752,3.29279
100;0.178018,0.495838,0.0572047,0.799377,-0.280133,-0.691636,0.601718,0.802113,0.901037,-0.297222,-0.69869,-0.521963;-7.20464,-0.146871,-3.24595,3.32507
101;0.155319,0.495838,0.193488,0.799377,-0.280133,-0.691636,0.672271,0.887451,0.960752,-0.127425,-0.548717,-0.495077;-7.44032,-0.107505,-2.42425,3.74429
102;-0.140182,-0.0178134,-0.283375,0.827426,-0.475116,-0.479359,0.686612,0.955341,0.939591,-0.208984,-0.814099,-0.793014;-7.97996,-0.265656,-5.0771,4.89945
103;0.231334,-0.112333,-0.494925,0.781009,-0.00710631,-0.3041,0.710045,0.949305,0.94249,-0.543141,-0.741686,-0.913879;-6.8576,1.23377,-7.41393,3.91816
104;0.631388,0.27866,-0.700338,0.899914,-0.19067,0.212572,0.236695,0.809163,0.98062,0.0384691,0.15791,-0.970438;-5.95852,4.70685,-7.69342,1.59169
105;0.46489,0.420894,-0.104853,0.746463,0.218161,-0.566914,0.637527,0.622145,0.982699,-0.0876518,-0.11481,-0.797268;-6.43562,2.83469,-3.89681,3.17156
106;0.430697,0.420894,0.104506,0.746463,0.218161,-0.566914,0.810532,0.890192,0.987279,0.305249,0.326946,-0.797848;-6.84454,3.75834,-1.84488,3.74717
107;0.413983,-0.0276593,-0.184639,0.479735,-0.503277,-0.348919,0.766428,0.608484,0.948343,0.162724,-0.219525,-0.688842;-5.96303,2.22429,-4.67751,3.29279
108;0.474529,-0.0276593,-0.106178,0.479735,-0.503277,-0.348919,0.666079,0.471754,0.81507,-0.656281,-0.772129,-0.672831;-4.87102,0.507556,-8.68303,2.07402
109;0.474529,-0.0276593,-0.254137,0.479735,-0.503277,-0.348919,0.641797,0.471754,0.800187,-0.661503,-0.772129,-0.613002;-4.97247,0.785443,-8.6288,1.93382
110;0.474529,-0.0276593,-0.204494,0.479735,-0.503277,-0.348919,0.577216,0.471754,0.778809,-0.680459,-0.772129,-0.605829;-4.9049,0.708231,-8.60108,1.83627
111;0.474529,-0.0276593,-0.22269,0.479735,-0.503277,-0.348919,0.588058,0.471754,0.768797,-0.682673,-0.772129,-0.595352;-4.91928,0.747059,-8.56239,1.80392
112;0.474529,-0.0276593,-0.223073,0.479735,-0.503277,-0.348919,0.575968,0.471754,0.766537,-0.685885,-0.772129,-0.590374;-4.91523,0.747312,-8.56237,1.78498
113;0.474529,-0.0276593,-0.220184,0.479735,-0.503277,-0.348919,0.574768,0.471754,0.763347,-0.687401,-0.772129,-0.589243;-4.91146,0.744084,-8.55338,1.77525
114;0.474529,-0.0276593,-0.222821,0.479735,-0.503277,-0.348919,0.574512,0.471754,0.762807,-0.687745,-0.772129,-0.587645;-4.91335,0.748761,-8.55178,1.77164
115;0.474529,-0.0276593,-0.221663,0.479735,-0.503277,-0.348919,0.573156,0.471754,0.762221,-0.68823,-0.772129,-0.587374;-4.91182,0.746933,-8.55082,1.76913
116;0.474529,-0.0276593,-0.222077,0.479735,-0.503277,-0.348919,0.573372,0.471754,0.761959,-0.688312,-0.772129,-0.587079;-4.91213,0.747801,-8.54988,1.76823
117;0.761453,0.319252,-0.468169,0.492407,-0.664966,0.14383,0.489576,0.268848,0.857691,-0.839585,-0.921335,-0.189576;-4.44482,-0.0884332,-10.3935,-0.584527
118;0.230881,-0.529359,-0.21897,0.541075,-0.654149,-0.0352652,0.433241,0.502937,0.699968,-0.872023,-0.938812,-0.844698;-4.93923,-0.115031,-11.7207,2.50694
119;0.22981,-0.529359,-0.837099,0.541075,-0.654149,-0.0352652,0.471212,0.612408,0.306416,-0.74002,-0.937368,-0.806321;-5.42442,1.71244,-9.04633,1.51631
120;0.193261,0.495838,-0.723047,0.799377,-0.280133,-0.691636,-0.153023,0.677843,0.691677,-0.400606,-0.774927,-0.0866498;-7.49369,1.239,-2.36289,1.73201
121;-0.140182,-0.0178134,-0.149111,0.827426,-0.475116,-0.479359,0.0820522,0.955341,0.818661,-0.419872,-0.814099,-0.702997;-7.47834,-0.404748,-5.72969,4.00071
122;0.231334,-0.112333,-0.530753,0.781009,-0.00710631,-0.3041,0.710548,0.949305,0.906454,-0.578688,-0.741686,-0.897234;-6.82228,1.33716,-7.52171,3.76571
123;0.631388,0.27866,-0.713683,0.899914,-0.19067,0.212572,0.19165,0.809163,0.980089,0.0288856,0.15791,-0.968785;-5.93844,4.74191,-7.76801,1.54627
124;0.46489,0.420894,-0.103574,0.746463,0.218161,-0.566914,0.632318,0.622145,0.98219,-0.0885974,-0.11481,-0.79712;-6.43219,2.83329,-3.89938,3.16652
125;0.430697,0.420894,0.10403,0.746463,0.218161,-0.566914,0.810687,0.890192,0.987237,0.305171,0.326946,-0.797706;-6.84478,3.75924,-1.84542,3.74681
126;0.413983,-0.0276593,-0.184527,0.479735,-0.503277,-0.348919,0.766293,0.608484,0.948336,0.162644,-0.219525,-0.688825;-5.96283,2.22406,-4.67795,3.29263
127;0.474529,-0.0276593,-0.106167,0.479735,-0.503277,-0.348919,0.666115,0.471754,0.815052,-0.656286,-0.772129,-0.672828;-4.87101,0.507546,-8.68298,2.07399
128;0.474529,-0.0276593,-0.254155,0.479735,-0.503277,-0.348919,0.641794,0.471754,0.80019,-0.661504,-0.772129,-0.612993;-4.97249,0.78547,-8.62882,1.93382
129;0.474529,-0.0276593,-0.20448,0.479735,-0.503277,-0.348919,0.57721,0.471754,0.778806,-0.680462,-0.772129,-0.605831;-4.90489,0.708208,-8.60108,1.83627
130;0.474529,-0.0276593,-0.222696,0.479735,-0.503277,-0.348919,0.588062,0.471754,0.768797,-0.682673,-0.772129,-0.59535;-4.91928,0.747069,-8.56238,1.80392
131;0.474529,-0.0276593,-0.223071,0.479735,-0.503277,-0.348919,0.575966,0.471754,0.766537,-0.685885,-0.772129,-0.590374;-4.91523,0.747309,-8.56237,1.78498
132;0.474529,-0.0276593,-0.220183,0.479735,-0.503277,-0.348919,0.574769,0.471754,0.763346,-0.687401,-0.772129,-0.589243;-4.91146,0.744084,-8.55338,1.77524
133;0.474529,-0.0276593,-0.222821,0.479735,-0.503277,-0.348919,0.574512,0.471754,0.762808,-0.687745,-0.772129,-0.587644;-4.91335,0.748762,-8.55178,1.77164
134;0.474529,-0.0276593,-0.221663,0.479735,-0.503277,-0.348919,0.573155,0.471754,0.762221,-0.68823,-0.772129,-0.587374;-4.91182,0.746933,-8.55082,1.76913
135;0.178018,0.495838,-0.0619202,0.799377,-0.280133,-0.691636,0.496547,0.802113,0.870859,-0.349572,-0.69869,-0.4106;-7.24171,0.0431511,-3.32495,3.02976
136;-0.140182,-0.0178134,-0.297212,0.827426,-0.475116,-0.479359,0.550907,0.955341,0.923563,-0.255047,-0.814099,-0.766002;-7.89769,-0.22362,-5.29052,4.70645
137;0.616515,0.240845,-0.671154,0.787397,-0.249693,0.192581,0.635744,0.919841,0.962689,-0.761184,-0.909811,-0.784581;-5.78975,0.820821,-9.89495,1.2628
138;0.849087,0.568097,-0.748196,0.903023,-0.414482,0.619942,0.0281249,0.418162,0.994161,-0.610273,-0.593329,-0.926651;-4.74596,1.93522,-12.0497,-0.815067
139;0.612567,0.240845,-0.723017,0.787397,-0.249693,0.192581,0.47532,0.54325,0.991096,-0.681454,-0.897456,-0.804523;-5.65546,0.932145,-10.0403,1.21782
140;0.849087,0.568097,-0.742478,0.903023,-0.414482,0.619942,0.0151575,0.418162,0.993793,-0.603008,-0.593329,-0.929667;-4.74877,1.92951,-11.9876,-0.811018
141;0.22532,-0.112333,-0.562259,0.781009,-0.00710631,-0.3041,0.562745,0.688689,0.984304,-0.426188,-0.709797,-0.920474;-6.86583,1.42077,-7.20705,3.97392
142;0.631388,0.27866,-0.676029,0.899914,-0.19067,0.212572,0.223955,0.809163,0.979111,0.0422646,0.15791,-0.972249;-5.94871,4.66081,-7.6338,1.59535
143;0.46489,0.420894,-0.108927,0.746463,0.218161,-0.566914,0.645877,0.622145,0.982622,-0.0866162,-0.11481,-0.796846;-6.4416,2.84173,-3.89247,3.1758
144;0.430697,0.420894,0.104907,0.746463,0.218161,-0.566914,0.809636,0.890192,0.987332,0.305028,0.326946,-0.797827;-6.84381,3.75753,-1.84632,3.74664
145;0.413983,-0.0276593,-0.184547,0.479735,-0.503277,-0.348919,0.766547,0.608484,0.948314,0.162712,-0.219525,-0.688864;-5.96298,2.22413,-4.67746,3.29282
146;0.474529,-0.0276593,-0.10624,0.479735,-0.503277,-0.348919,0.6661,0.471754,0.815087,-0.656274,-0.772129,-0.672819;-4.87108,0.50765,-8.68309,2.07405
147;0.474529,-0.0276593,-0.254102,0.479735,-0.503277,-0.348919,0.641782,0.471754,0.800186,-0.661507,-0.772129,-0.613011;-4.97244,0.785382,-8.62881,1.93382
148;0.474529,-0.0276593,-0.204505,0.479735,-0.503277,-0.348919,0.57723,0.471754,0.77881,-0.680456,-0.772129,-0.605829;-4.90492,0.708251,-8.60108,1.83628
149;0.474529,-0.0276593,-0.222688,0.479735,-0.503277,-0.348919,0.588054,0.471754,0.768799,-0.682673,-0.772129,-0.595352;-4.91927,0.747055,-8.56239,1.80392
150;0.474529,-0.0276593,-0.223071,0.479735,-0.503277,-0.348919,0.57597,0.471754,0.766536,-0.685884,-0.772129,-0.590374;-4.91523,0.74731,-8.56237,1.78498
151;0.474529,-0.0276593,-0.220185,0.479735,-0.503277,-0.348919,0.574769,0.471754,0.763347,-0.687401,-0.772129,-0.589243;-4.91147,0.744086,-8.55338,1.77525
