Passo;A  o
0;3
1;3
2;3
3;3
4;3
5;3
6;1
7;3
8;3
9;3
10;3
11;4
12;1
13;1
14;3
15;3
16;3
17;4
18;4
19;1
20;3
21;3
22;3
23;3
24;3
25;3
26;3
27;3
28;3
29;3
30;3
31;3
32;3
33;3
34;3
35;4
36;4
37;4
38;1
39;1
40;3
41;3
42;3
43;2
44;2
45;3
46;3
47;3
48;1
49;1
50;4
51;1
52;1
53;3
54;3
55;3
56;2
57;2
58;3
59;3
60;3
61;1
62;1
63;4
64;1
65;1
66;3
67;3
68;3
69;2
70;2
71;3
72;3
73;3
74;1
75;1
76;4
77;1
78;1
79;3
80;3
81;3
82;2
83;2
84;3
85;3
86;3
87;1
88;1
89;4
90;1
91;1
92;3
93;3
94;3
95;2
96;2
97;3
98;3
99;3
100;1
101;1
102;4
103;1
104;1
105;3
106;3
107;3
108;2
109;2
110;3
111;3
112;3
113;1
114;1
115;4
116;1
117;1
118;3
119;3
120;3
121;2
122;2
123;3
124;3
125;3
126;1
127;1
128;4
129;1
130;1
131;3
132;3
133;3
134;2
135;2
136;3
137;3
138;3
139;1
140;1
141;4
142;1
143;1
144;3
145;3
146;3
147;2
148;2
149;3
150;3
151;3
152;1
153;1
154;4
155;1
156;1
157;3
158;3
159;3
160;2
161;2
162;3
163;3
164;3
165;1
166;1
167;4
168;1
169;1
170;3
171;3
172;3
173;2
174;2
175;3
176;3
177;3
178;1
179;1
180;4
181;1
182;1
183;3
184;3
185;3
186;2
187;2
188;3
189;3
190;3
191;1
192;1
193;4
194;1
195;1
196;3
197;3
198;3
199;2
200;2
201;3
202;3
203;3
204;1
205;1
206;4
207;1
208;1
209;3
210;3
211;3
212;2
213;2
214;3
215;3
216;3
217;1
218;1
219;4
220;1
221;1
222;3
223;3
224;3
225;2
226;2
227;3
228;3
229;3
230;1
231;1
232;4
233;1
234;1
235;3
236;3
237;3
238;2
239;2
240;3
241;3
242;3
243;1
244;1
245;4
246;1
247;1
248;3
249;3
250;3
251;2
252;2
253;3
254;3
255;3
256;1
257;1
258;4
259;1
260;1
261;3
262;3
263;3
264;2
265;2
266;3
267;3
268;3
269;1
270;1
271;4
272;1
273;1
274;3
275;3
276;3
277;2
278;2
279;3
280;3
281;3
282;1
283;1
284;4
285;1
286;1
287;3
288;3
289;3
290;2
291;2
292;3
293;3
294;3
295;1
296;1
297;4
298;1
299;1
300;-1.83255e-06
