Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.042847,-0.436948,-0.0305486,0.0743157,-0.514239,-0.484638,-0.371764,0.375431,0.299182,-0.0238514,-0.417934,0.271855,0.000657926,0.461878,-0.45641,-0.0564699,0.0437557,-0.347944,0.441091,0.487544,-0.36186,-0.257039,-0.0951359,0.344063,-0.353043;0.70525,-1.12463,0.0749728,0.175114
1;-0.0705777,-0.674188,0.205732,0.0743157,0.0977001,-0.463734,-0.284406,0.436222,0.348221,0.317744,0.192682,0.544188,0.000657926,0.263958,-0.476247,0.12816,0.00651282,-0.493866,0.441607,0.70234,-0.0105967,-0.331952,-0.0538145,0.199293,-0.123243;-1.16998,-0.947007,-1.73907,0.770611
2;0.149351,-0.689313,0.420583,0.0743157,0.233442,-0.73815,-0.170132,0.222017,0.306393,0.365701,0.125592,0.580833,0.000657926,0.311206,-0.463637,0.157566,0.0411464,-0.418184,0.441756,0.454383,-0.0264823,-0.309638,0.140761,0.476572,-0.127406;-0.104233,-1.9052,-1.35435,2.84446
3;0.337783,-0.749895,0.446766,0.0743157,0.225867,-0.819677,-0.168388,-0.00816637,0.0178818,0.492375,0.0114208,0.44202,0.000657926,0.322229,-0.463867,0.0530587,0.0508591,-0.203498,0.440573,0.588729,0.180138,-0.241356,0.256197,0.20935,-0.111516;-0.199896,-1.9371,-0.963553,2.41144
4;-0.200155,-0.651501,0.154509,-0.246858,-0.0162621,-0.785909,-0.699211,0.492381,-0.428904,0.770765,0.502959,0.672033,-0.500458,0.674362,-0.442001,0.231117,-0.190502,0.0900145,0.114051,0.609022,0.502993,-0.101055,0.0569614,-0.221732,-0.521699;-1.64457,-1.45321,-0.349537,1.54468
5;-0.787698,-0.575996,0.343626,-0.246858,-0.102627,-0.916417,-0.161255,0.680923,0.0168509,0.838324,0.775926,0.84997,-0.500458,0.71041,-0.131445,0.448287,-0.116955,-0.37333,-0.150807,-0.573512,0.48357,-0.232924,-0.146715,0.815323,-0.674153;-3.64665,-1.27686,0.6799,5.17649
6;-0.648281,-0.977138,0.112119,0.189615,-0.0771171,-0.976526,-0.276058,0.639088,-0.0269057,0.841407,0.0619586,0.850605,-0.744932,0.900866,-0.606259,0.490236,0.0578485,-0.702386,-0.564943,-0.894878,0.0600587,-0.339015,-0.108139,0.930479,-0.911342;0.8151,-0.275086,0.328392,4.51601
7;-0.730332,-0.980936,-0.0181443,0.299389,0.50518,-0.990592,-0.0928775,0.71173,0.152733,0.855971,0.234065,0.860437,-0.848897,0.885605,-0.704639,0.137178,-0.450327,-0.869924,-0.189628,-0.868732,0.354504,-0.366478,-0.490264,0.886755,-0.959267;-4.55777,-0.831484,-0.812472,3.0124
8;-0.527079,-0.959696,-0.258535,-0.0279906,0.760495,-0.994111,0.462013,0.706242,-0.0960857,0.881264,-0.00208021,0.960328,-0.61896,0.642124,-0.558181,0.142654,-0.323795,-0.907803,-0.302304,-0.914019,0.17406,-0.764663,-0.80139,0.956842,-0.894341;-7.11784,1.37712,-1.61437,2.59323
9;-0.493673,-0.986624,-0.174807,-0.0279906,0.720819,-0.986365,0.325513,0.833521,-0.147735,0.87353,-0.547237,0.95995,-0.61896,0.609479,-0.661811,0.139998,-0.303715,-0.874906,-0.187237,-0.729532,0.176654,-0.769175,-0.856214,0.880313,-0.907393;-5.61142,0.961668,-2.60214,0.544785
10;-0.822976,-0.99518,0.446489,-0.134338,0.331463,-0.953793,0.248502,0.820186,0.621007,0.713833,-0.0166417,0.926148,-0.686147,0.4498,-0.388049,0.266745,-0.614474,-0.861727,0.35131,-0.671195,0.737412,-0.365562,-0.650975,0.931802,-0.82693;-7.12684,-3.89604,-1.36327,-0.349543
11;-0.580592,-0.99464,0.422357,-0.134338,0.033966,-0.981475,0.588599,0.403678,0.689536,0.681173,-0.119905,0.924456,-0.686147,0.573402,-0.339954,0.260617,-0.637937,-0.898541,0.321144,-0.938344,0.725907,-0.322141,-0.317119,0.991663,-0.687852;-6.35345,-3.97213,0.564756,0.379469
