Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;0.485372,-0.114172,-0.516489,0.0975981,0.311731,-0.178739,0.364606,-0.219097,0.429905,0.366656,-0.101242,-0.25675,0.22985,0.0891517,-0.445279,-0.0523097,0.350256,0.525366,-0.0662877,-0.00785383,0.0244466,-0.322543,0.498125,-0.0587488,0.513712,-0.276452,-0.132963,-0.220151,0.240916,-0.16223;-1.58891,-2.24471,3.53922,4.98966
1;0.419585,-0.10419,-0.550674,0.411994,0.486462,0.0576168,0.42287,-0.360533,0.356421,0.534503,0.357319,-0.42786,0.266426,-0.0167325,-0.429844,0.330979,0.371677,0.171006,-0.674903,0.849524,-0.0755399,-0.371278,0.469336,-0.698894,0.394345,-0.183123,-0.051912,0.0421945,0.690513,0.209673;-5.36488,-3.3599,6.32877,8.93265
2;0.378231,-0.13357,-0.256671,0.493094,0.471717,-0.0832553,0.326653,-0.150411,0.527217,0.508135,0.318874,-0.432425,0.241876,0.433285,-0.487675,0.383937,0.0702262,0.124181,-0.0766628,0.44397,-0.139412,-0.51421,0.552539,-0.744506,0.394272,-0.796426,-0.398985,0.114193,0.667156,0.367202;-9.27195,-5.24058,3.35583,7.57083
3;0.34578,-0.223484,-0.560333,0.413961,0.486427,-0.231455,0.617817,-0.531529,0.554027,0.567879,0.236736,-0.541993,0.275642,0.399989,-0.416063,-0.235036,0.102456,-0.125535,0.0509482,0.404945,-0.0442634,-0.547279,0.614424,-0.437586,0.373141,-0.835549,-0.37255,0.000601976,0.727596,0.343547;-10.0537,-3.98593,4.84942,7.66292
4;0.353121,-0.197658,-0.558264,0.65553,0.469674,0.125326,0.607722,-0.441082,0.489709,0.576764,0.243336,-0.528056,0.375674,0.325278,-0.470321,0.0507255,0.424504,-0.145872,-0.455645,0.408282,-0.215067,-0.51503,0.591294,-0.664038,0.43978,-0.646209,-0.314039,0.332841,0.759022,0.396474;-10.978,-4.14972,5.44086,7.53112
5;0.294252,-0.243195,-0.530895,0.650491,0.47326,0.0473698,0.564302,-0.238868,0.539162,0.555223,0.294436,-0.461926,0.285428,0.33145,-0.455686,0.0264129,0.0956122,-0.112929,-0.30237,0.206638,-0.17531,-0.608621,0.605481,-0.78674,0.420216,-0.860254,-0.318837,0.216833,0.743458,0.404135;-11.5045,-4.38386,4.55818,6.89226
6;0.559613,-0.130472,-0.165223,0.632285,0.656111,-0.0593502,0.826713,-0.128551,0.547112,0.325727,0.120623,-0.388995,0.453502,0.307458,-0.200586,-0.35513,-0.128283,0.363054,-0.614756,0.42908,0.317909,-0.782081,0.433058,-0.404295,0.502242,-0.856002,-0.634528,0.298853,0.539583,0.5131;-12.8666,-2.46277,6.25004,8.01149
7;0.578145,-0.215387,-0.0757924,0.752771,0.62129,-0.0528164,0.843485,-0.640644,0.533978,0.329225,0.311639,-0.330156,0.38009,0.13472,0.133248,-0.268855,-0.120296,0.28517,-0.889112,0.924618,0.36248,-0.778034,0.465393,0.101827,0.431812,-0.657656,-0.543093,0.287806,0.398689,0.319658;-12.3647,-0.982593,6.24985,10.8792
8;0.826348,-0.583394,0.288977,0.712801,0.555902,0.203677,0.367664,-0.700227,0.470643,0.904934,0.114018,-0.626769,0.185175,0.379689,0.360238,0.549071,-0.364513,0.141818,-0.994914,0.99016,0.391104,0.183554,0.858,-0.476477,0.724321,0.157336,-0.073406,0.866098,0.639162,0.136875;-5.13682,-2.25839,9.32346,5.13445
9;0.0709399,-0.642088,-0.765775,0.375359,0.584357,0.527951,0.613191,-0.6938,0.705912,0.69746,0.799365,-0.847874,0.412526,0.0840749,-0.3337,0.53047,-0.103736,-0.622128,-0.829377,0.950601,0.156103,-0.245563,0.676959,-0.234175,0.210007,-0.868072,0.213368,0.456856,0.947916,0.418743;-11.0402,-2.23674,6.23851,12.1319
10;0.204046,-0.551395,-0.703762,0.632468,0.745134,0.193608,0.188057,-0.224537,0.78923,0.752324,0.508143,-0.785556,0.470219,0.665522,-0.642248,0.506777,-0.55497,-0.302686,-0.811445,0.30267,0.158968,-0.058999,0.566555,-0.889809,0.411184,-0.685202,-0.324807,0.722791,0.930193,0.228987;-11.3886,-4.09486,7.6626,6.41599
11;0.221628,-0.311847,-0.664377,0.32378,0.564005,-0.273777,0.712449,-0.104295,0.612145,0.64897,-0.0079312,-0.669867,0.198434,0.552539,-0.65533,-0.388533,-0.326495,-0.241093,0.292865,0.179506,-0.0780115,-0.600311,0.716361,-0.50244,0.411163,-0.936806,-0.496233,0.171167,0.754841,0.543322;-10.1285,-3.96374,4.1535,5.92331
12;0.296278,-0.25444,-0.656772,0.716623,0.548551,-0.0896445,0.658137,-0.244645,0.52065,0.595563,0.0914641,-0.643958,0.296566,0.0808983,-0.435479,-0.449909,0.551284,-0.295706,-0.493109,0.374838,-0.0232109,-0.47642,0.627113,-0.551623,0.402747,-0.747987,-0.126663,0.194695,0.804817,0.464259;-11.0097,-2.2149,7.16331,6.3379
