Passo;Reservat rio (Ativa  es);Sa da (Ativa  es)
0;-0.391584,0.0950625,-0.433743,-0.422551,-0.370498,0.511855,0.023497,0.119229,-0.299746,0.168539,0.0932432,-0.35637,-0.152486,-0.231287,0.150664,-0.265451,-0.406387,-0.406698,0.402542,-0.414937,-0.536754,-0.38341,0.0629165,0.376511,0.314273,0.535458,0.0413579,0.504195,0.409401,-0.134702,-0.380853,0.212915,-0.347577,-0.270218,-0.193793,-0.499596,-0.111859,0.264017,-0.175642,0.234621,-0.445122,-0.383153,0.438827,0.159408,-0.457099,-0.397319,0.0528406,0.315777,0.276012,0.246094;2.60498,-0.210424,-2.96083,5.21534
1;-0.133656,0.0689548,0.427171,-0.682602,0.0538524,0.703461,0.0761897,0.373435,0.0904014,-0.174645,-0.0199551,-0.324124,0.0159275,-0.231287,0.0822276,-0.426169,-0.0206912,-0.0241549,0.332501,-0.029033,-0.449956,-0.0557804,-0.275373,0.652955,0.137066,0.664026,0.0740589,0.634188,0.483129,-0.283113,-0.40291,0.551142,-0.167595,-0.168767,-0.0224701,-0.424872,0.356272,-0.0850925,-0.639226,0.0973659,-0.431876,-0.348093,0.639788,0.496661,-0.644659,-0.323187,0.304741,0.301221,-0.0953992,-0.0671312;3.21478,0.265505,-3.38325,4.19712
2;-0.0515418,0.113232,0.565068,-0.902502,-0.146867,0.519477,-0.126773,0.177766,0.218654,0.442341,-0.138598,-0.511831,0.0393016,-0.231287,-0.0365073,-0.208071,-0.0734657,0.481417,0.375815,-0.334712,-0.387177,-0.005955,-0.215928,0.0757651,0.464532,0.65618,-0.0359798,0.654936,0.53489,0.000912095,-0.399374,0.348328,0.181012,0.0361261,-0.423849,-0.503067,0.548759,-0.103844,-0.450777,0.508952,-0.25898,-0.4094,0.656642,0.148867,-0.041831,-0.266585,0.451467,0.287388,0.143979,-0.20242;-1.52669,2.82224,-4.6588,5.61519
3;-0.612944,0.169891,-0.0165559,-0.836117,-0.219414,0.165604,0.0831061,0.362964,-0.169649,0.21857,-0.0964766,-0.49845,-0.0379543,-0.231287,-0.131341,-0.342494,-0.11108,0.0906453,0.211166,-0.468612,-0.412579,-0.177629,-0.16562,0.338215,0.610994,0.675075,0.238125,0.341412,0.491259,0.218211,-0.396809,0.353567,0.545118,0.127452,-0.335721,-0.641542,0.578467,0.0515935,-0.575969,0.339426,-0.519378,-0.174793,0.663169,0.179355,0.0563491,-0.293389,0.594492,0.228698,0.051261,-0.431608;2.21602,3.05293,-3.02246,9.09089
4;-0.632963,0.180224,0.231959,-0.920272,0.0443458,0.32095,0.154531,0.0844693,0.102474,0.0681824,-0.119356,-0.515177,-0.0659815,-0.231287,-0.227208,-0.294464,-0.066686,0.296331,0.0666571,-0.606,-0.309467,-0.501338,-0.388927,0.278565,0.487138,0.788506,0.524811,0.426687,0.137793,0.167765,-0.397848,0.369606,0.374388,0.193963,-0.296293,-0.567408,0.614902,0.129804,-0.570932,0.320746,-0.527113,-0.363852,0.760125,0.452765,-0.289454,-0.390874,0.716557,0.18148,0.0706477,-0.285489;3.97343,1.35138,-1.60768,8.49783
5;-0.551579,0.193016,0.0997047,-0.948714,-0.0170774,0.280847,0.2716,0.217927,0.163143,0.518679,-0.0774454,-0.544442,0.103479,-0.231287,-0.290434,-0.302915,0.0252796,0.623836,0.0568388,-0.56385,-0.343951,-0.44143,-0.377108,0.151023,0.637669,0.743627,0.650467,0.399862,0.272651,0.265496,-0.393625,0.364008,0.50499,0.205989,-0.392274,-0.377508,0.443948,0.230489,-0.607678,0.171988,-0.44252,-0.418823,0.793399,0.238635,-0.121718,-0.219669,0.707774,0.203691,0.238594,-0.322383;3.48679,1.74683,-3.56697,8.93492
6;-0.924293,-0.0119936,0.179124,-0.97438,-0.439149,0.396761,0.531438,-0.362042,0.0372236,0.0406837,0.472756,-0.654055,-0.214775,0.323647,-0.537831,-0.210259,-0.556409,0.772863,0.210498,-0.87119,0.144688,-0.00289725,-0.693077,0.2368,0.625788,0.621127,0.647595,0.782432,0.12431,0.515443,-0.634355,0.509609,0.465989,0.0770744,-0.283972,-0.5385,0.77184,0.179082,-0.745006,0.0122434,-0.379518,-0.766779,0.619984,0.37279,-0.344046,-0.125532,0.752906,0.285004,-0.00939978,-0.351358;1.58699,4.13548,-3.65038,11.3879
7;-0.714341,-0.273526,0.37233,-0.964475,-0.227796,0.266189,0.745889,0.746457,0.197576,-0.0419892,0.50163,-0.749859,-0.212499,0.323647,-0.488298,-0.0520721,-0.540729,0.670295,0.118314,-0.763791,0.388017,0.000257021,-0.803433,-0.165438,0.744552,0.893895,0.77998,0.367233,0.175615,0.531776,-0.619963,0.739029,0.534797,0.449756,-0.771944,-0.687357,0.484168,0.00799553,-0.754119,0.0869607,-0.284462,-0.852454,0.724767,0.723444,0.00451874,0.291311,0.427119,0.304442,-0.289749,-0.558535;3.91136,3.59111,-3.44654,14.5683
8;-0.314325,0.142668,0.135898,-0.995287,-0.743735,0.739754,0.651226,0.772272,0.742323,-0.723639,0.361413,-0.834644,-0.582775,0.713924,-0.60586,-0.245019,-0.729609,0.318801,0.202974,-0.463979,0.483644,0.289026,-0.559284,-0.118273,0.469947,0.641097,0.331892,0.147551,-0.84671,0.480807,-0.733792,0.00635289,0.0996806,-0.552679,-0.906494,-0.507598,0.840201,0.699331,-0.906957,0.667859,-0.44797,-0.102424,0.869451,-0.253847,0.0162495,0.492167,0.0766522,0.49838,-0.656778,-0.377489;-2.12406,4.25182,-8.66065,9.15969
9;0.293341,0.191837,0.369113,-0.995031,-0.861926,0.72859,0.557823,0.792973,0.591257,-0.972204,0.428923,-0.69174,-0.879005,0.713924,-0.607439,-0.0201187,-0.753289,-0.491923,0.330413,-0.138073,0.18968,0.571323,-0.535855,-0.107486,0.272539,0.595923,0.409478,-0.295452,-0.788771,0.674505,-0.731642,-0.438253,-0.173081,-0.643703,-0.89363,-0.596132,0.814756,0.128632,-0.843979,0.430172,-0.306011,0.113933,0.8423,-0.283477,-0.198625,0.742377,0.177034,0.332858,-0.848224,-0.0535696;-2.4752,5.48865,-9.46444,4.64415
