Passo;A  o
0;3
1;3
2;2
3;2
4;3
5;3
6;2
7;3
8;2
9;3
10;0
11;2
12;3
13;3
14;4
15;0
16;0
17;2
18;3
19;3
20;3
21;2
22;2
23;3
24;3
25;3
26;4
27;0
28;0
29;2
30;3
31;3
32;3
33;2
34;2
35;3
36;3
37;3
38;4
39;0
40;0
41;2
42;3
43;3
44;3
45;2
46;2
47;3
48;3
49;3
50;4
51;0
52;0
53;2
54;3
55;3
56;3
57;2
58;2
59;3
60;3
61;3
62;4
63;0
64;0
65;2
66;3
67;3
68;3
69;2
70;2
71;3
72;3
73;3
74;4
75;0
76;0
77;2
78;3
79;3
80;3
81;2
82;2
83;3
84;3
85;3
86;4
87;0
88;0
89;2
90;3
91;3
92;3
93;2
94;2
95;3
96;3
97;3
98;4
99;0
100;0
101;2
102;3
103;3
104;3
105;2
106;2
107;3
108;3
109;3
110;4
111;0
112;0
113;2
114;3
115;3
116;3
117;2
118;2
119;3
120;3
121;3
122;4
123;0
124;0
125;2
126;3
127;3
128;3
129;2
130;2
131;3
132;3
133;3
134;4
135;0
136;0
137;2
138;3
139;3
140;3
141;2
142;2
143;3
144;3
145;3
146;4
147;0
148;0
149;2
150;3
151;3
152;3
153;2
154;2
155;3
156;3
157;3
158;4
159;0
160;0
161;2
162;3
163;3
164;3
165;2
166;2
167;3
168;3
169;3
170;4
171;0
172;0
173;2
174;3
175;3
176;3
177;2
178;2
179;3
180;3
181;3
182;4
183;0
184;0
185;2
186;3
187;3
188;3
189;2
190;2
191;3
192;3
193;3
194;4
195;0
196;0
197;2
198;3
199;3
200;3
201;2
202;2
203;3
204;3
205;3
206;4
207;0
208;0
209;2
210;3
211;3
212;3
213;2
214;2
215;3
216;3
217;3
218;4
219;0
220;0
221;2
222;3
223;3
224;3
225;2
226;2
227;3
228;3
229;3
230;4
231;0
232;0
233;2
234;3
235;3
236;3
237;2
238;2
239;3
240;3
241;3
242;4
243;0
244;0
245;2
246;3
247;3
248;3
249;2
250;2
251;3
252;3
253;3
254;4
255;0
256;0
257;2
258;3
259;3
260;3
261;2
262;2
263;3
264;3
265;3
266;4
267;0
268;0
269;2
270;3
271;3
272;3
273;2
274;2
275;3
276;3
277;3
278;4
279;0
280;0
281;2
282;3
283;3
284;3
285;2
286;2
287;3
288;3
289;3
290;4
291;0
292;0
293;2
294;3
295;3
296;3
297;2
298;2
299;3
300;0
